state,year,total_cases,Group_Name,Sub_Group_Name,crime_type,Subgroup
Chhattisgarh,2010,0,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Gujarat,2010,7,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Haryana,2010,23,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Himachal Pradesh,2010,2,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Jammu & Kashmir,2010,7,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Jharkhand,2010,10,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Karnataka,2010,15,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Kerala,2010,6,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Madhya Pradesh,2010,5,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Maharashtra,2010,23,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Manipur,2010,0,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Meghalaya,2010,1,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Mizoram,2010,0,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Nagaland,2010,0,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Odisha,2010,3,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Punjab,2010,1,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Rajasthan,2010,13,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Tamil Nadu,2010,12,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Uttar Pradesh,2010,61,Kidnap - For Revenge,08. For Revenge,Kidnapping,
West Bengal,2010,12,Kidnap - For Revenge,08. For Revenge,Kidnapping,
Andhra Pradesh,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chandigarh,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Delhi,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Kerala,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2001,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2001,7,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Uttar Pradesh,2001,20,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2001,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2002,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2002,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Daman & Diu,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2002,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2002,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2002,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Tripura,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Uttar Pradesh,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2002,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2003,5,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2003,6,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chandigarh,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Daman & Diu,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2003,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2003,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2003,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2003,4,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2003,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2003,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2003,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2004,5,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2004,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Goa,2004,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2004,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2004,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2004,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2004,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2004,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Rajasthan,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Tripura,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Uttar Pradesh,2004,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2004,5,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2005,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2005,37,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chandigarh,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Delhi,2005,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2005,4,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2005,10,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2005,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Tripura,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Uttar Pradesh,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2005,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2006,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2006,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2006,4,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2006,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2006,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2006,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2006,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Uttar Pradesh,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2006,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2007,5,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2007,4,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2007,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2007,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2007,20,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2008,11,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2008,8,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2008,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2008,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2008,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2008,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2008,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Puducherry,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2008,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2008,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2009,7,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2009,11,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2009,8,Kidnap - For Sale,09. For Sale,Kidnapping,
Chandigarh,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2009,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Haryana,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2009,28,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2009,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2009,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Rajasthan,2009,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2009,1,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2009,183,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2010,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Arunachal Pradesh,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Assam,2010,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Bihar,2010,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Chhattisgarh,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Delhi,2010,7,Kidnap - For Sale,09. For Sale,Kidnapping,
Gujarat,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Himachal Pradesh,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jammu & Kashmir,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Jharkhand,2010,3,Kidnap - For Sale,09. For Sale,Kidnapping,
Karnataka,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Kerala,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Madhya Pradesh,2010,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Maharashtra,2010,2,Kidnap - For Sale,09. For Sale,Kidnapping,
Manipur,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Meghalaya,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Mizoram,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Nagaland,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Odisha,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
Punjab,2010,1,Kidnap - For Sale,09. For Sale,Kidnapping,
Tamil Nadu,2010,0,Kidnap - For Sale,09. For Sale,Kidnapping,
West Bengal,2010,205,Kidnap - For Sale,09. For Sale,Kidnapping,
Andhra Pradesh,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2001,1,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chandigarh,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jharkhand,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2001,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Daman & Diu,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Punjab,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tripura,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2002,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chandigarh,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Daman & Diu,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jharkhand,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Punjab,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2003,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2004,1,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Punjab,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tripura,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Uttar Pradesh,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2004,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2005,3,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chandigarh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jharkhand,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Punjab,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
