state,year,total_cases,Group_Name,Sub_Group_Name,crime_type,Subgroup
Arunachal Pradesh,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Assam,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Bihar,2001,83,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chandigarh,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chhattisgarh,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Dadra & Nagar Haveli,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Daman & Diu,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Delhi,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Goa,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Gujarat,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Haryana,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Himachal Pradesh,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jammu & Kashmir,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jharkhand,2001,2,Importation of Girls,07. Importation of Girls,Crime Against Women,
Karnataka,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Kerala,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Lakshadweep,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Madhya Pradesh,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Maharashtra,2001,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Manipur,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Meghalaya,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Mizoram,2001,3,Importation of Girls,07. Importation of Girls,Crime Against Women,
Nagaland,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Odisha,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Puducherry,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Punjab,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Rajasthan,2001,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Sikkim,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tamil Nadu,2001,14,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tripura,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttar Pradesh,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttarakhand,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
West Bengal,2001,3,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andaman & Nicobar Islands,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andhra Pradesh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Arunachal Pradesh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Assam,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Bihar,2002,38,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chandigarh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chhattisgarh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Dadra & Nagar Haveli,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Daman & Diu,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Delhi,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Goa,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Gujarat,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Haryana,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Himachal Pradesh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jammu & Kashmir,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jharkhand,2002,36,Importation of Girls,07. Importation of Girls,Crime Against Women,
Karnataka,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Kerala,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Lakshadweep,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Madhya Pradesh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Maharashtra,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Manipur,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Meghalaya,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Mizoram,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Nagaland,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Odisha,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Puducherry,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Punjab,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Rajasthan,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Sikkim,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tamil Nadu,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tripura,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttar Pradesh,2002,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttarakhand,2002,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
West Bengal,2002,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andaman & Nicobar Islands,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andhra Pradesh,2003,5,Importation of Girls,07. Importation of Girls,Crime Against Women,
Arunachal Pradesh,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Assam,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Bihar,2003,37,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chandigarh,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chhattisgarh,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Dadra & Nagar Haveli,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Daman & Diu,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Delhi,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Goa,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Gujarat,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Haryana,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Himachal Pradesh,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jammu & Kashmir,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jharkhand,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Karnataka,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Kerala,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Lakshadweep,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Madhya Pradesh,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Maharashtra,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Manipur,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Meghalaya,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Mizoram,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Nagaland,2003,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Odisha,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Puducherry,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Punjab,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Rajasthan,2003,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Sikkim,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tamil Nadu,2003,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tripura,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttar Pradesh,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttarakhand,2003,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
West Bengal,2003,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andaman & Nicobar Islands,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andhra Pradesh,2004,2,Importation of Girls,07. Importation of Girls,Crime Against Women,
Arunachal Pradesh,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Assam,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Bihar,2004,35,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chandigarh,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chhattisgarh,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Dadra & Nagar Haveli,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Daman & Diu,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Delhi,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Goa,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Gujarat,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Haryana,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Himachal Pradesh,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jammu & Kashmir,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jharkhand,2004,36,Importation of Girls,07. Importation of Girls,Crime Against Women,
Karnataka,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Kerala,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Lakshadweep,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Madhya Pradesh,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Maharashtra,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Manipur,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Meghalaya,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Mizoram,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Nagaland,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Odisha,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Puducherry,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Punjab,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Rajasthan,2004,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Sikkim,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tamil Nadu,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tripura,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttar Pradesh,2004,3,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttarakhand,2004,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
West Bengal,2004,12,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andaman & Nicobar Islands,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andhra Pradesh,2005,3,Importation of Girls,07. Importation of Girls,Crime Against Women,
Arunachal Pradesh,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Assam,2005,3,Importation of Girls,07. Importation of Girls,Crime Against Women,
Bihar,2005,74,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chandigarh,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chhattisgarh,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Dadra & Nagar Haveli,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Daman & Diu,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Delhi,2005,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Goa,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Gujarat,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Haryana,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Himachal Pradesh,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jammu & Kashmir,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jharkhand,2005,4,Importation of Girls,07. Importation of Girls,Crime Against Women,
Karnataka,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Kerala,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Lakshadweep,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Madhya Pradesh,2005,3,Importation of Girls,07. Importation of Girls,Crime Against Women,
Maharashtra,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Manipur,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Meghalaya,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Mizoram,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Nagaland,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Odisha,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Puducherry,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Punjab,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Rajasthan,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Sikkim,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tamil Nadu,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Tripura,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttar Pradesh,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Uttarakhand,2005,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
West Bengal,2005,61,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andaman & Nicobar Islands,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andhra Pradesh,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Arunachal Pradesh,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Assam,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Bihar,2006,42,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chandigarh,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Chhattisgarh,2006,1,Importation of Girls,07. Importation of Girls,Crime Against Women,
Dadra & Nagar Haveli,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Daman & Diu,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Delhi,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Goa,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Gujarat,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Haryana,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Himachal Pradesh,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jammu & Kashmir,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Jharkhand,2006,5,Importation of Girls,07. Importation of Girls,Crime Against Women,
Karnataka,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Kerala,2006,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
